ORG_NAME,Part of OrgUnit,Standard Geographical Classification,ORG_UNIT,YEAR,Population,SOURCE,Data Source ID,ENERGY_TYPE,SUB_SECTOR,CONNECTION_TOTAL,CONSUMPTION_TOTAL,kWh,GJ,Emissions (tonnes CO2e),Emissions (tonnes CO2e) per capita,Unnamed: 13,sort_key,ORG_Block
Houston,Bulkley-Nechako Regional District,51034,5951034,2016,3112,Estimate-Wood,11190,WOOD,Res,1,8170,2269338,8170,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2015,3126,Estimate-Wood,11190,WOOD,Res,1,7080,1966803,7080,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2014,3241,Estimate-Wood,11190,WOOD,Res,1,8347,2318498,8347,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2013,3184,Estimate-Wood,11190,WOOD,Res,1,9300,2583242,9300,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2012,3190,Estimate-Wood,11190,WOOD,Res,1,10972,3047640,10972,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2010,3263,Estimate-Wood,11190,WOOD,Res,1,12310,3419361,12310,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2007,3252,Estimate-Wood,11190,WOOD,Res,1,16432,4564470,16432,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2022,3191,Estimate-Heating Oil,11190,OIL,Res,1,238,65997,238,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2021,3181,Estimate-Heating Oil,11190,OIL,Res,1,314,87112,314,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2020,3179,Estimate-Heating Oil,11190,OIL,Res,1,339,94299,339,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2019,3131,Estimate-Heating Oil,11190,OIL,Res,1,627,174185,627,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2018,3112,Estimate-Heating Oil,11190,OIL,Res,1,606,168341,606,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2017,3099,Estimate-Heating Oil,11190,OIL,Res,1,611,169796,611,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2016,3112,Estimate-Heating Oil,11190,OIL,Res,1,693,192435,693,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2015,3126,Estimate-Heating Oil,11190,OIL,Res,1,820,227777,820,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2014,3241,Estimate-Heating Oil,11190,OIL,Res,1,936,259934,936,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2013,3184,Estimate-Heating Oil,11190,OIL,Res,1,808,224379,808,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2012,3190,Estimate-Heating Oil,11190,OIL,Res,1,971,269831,971,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2010,3263,Estimate-Heating Oil,11190,OIL,Res,1,1025,284829,1025,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2007,3252,Estimate-Heating Oil,11190,OIL,Res,1,1440,400116,1440,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2022,3191,Estimate-Propane,11190,DPRO,Res,1,815,226356,815,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2021,3181,Estimate-Propane,11190,DPRO,Res,1,781,216885,781,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2020,3179,Estimate-Propane,11190,DPRO,Res,1,691,191832,691,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2019,3131,Estimate-Propane,11190,DPRO,Res,1,796,220995,796,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2018,3112,Estimate-Propane,11190,DPRO,Res,1,887,246482,887,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2017,3099,Estimate-Propane,11190,DPRO,Res,1,465,129232,465,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2016,3112,Estimate-Propane,11190,DPRO,Res,1,468,129929,468,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2015,3126,Estimate-Propane,11190,DPRO,Res,1,602,167339,602,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2014,3241,Estimate-Propane,11190,DPRO,Res,1,564,156677,564,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2013,3184,Estimate-Propane,11190,DPRO,Res,1,697,193621,697,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2012,3190,Estimate-Propane,11190,DPRO,Res,1,771,214235,771,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2010,3263,Estimate-Propane,11190,DPRO,Res,1,969,269300,969,W,,,1,11
Houston,Bulkley-Nechako Regional District,51034,5951034,2007,3252,Estimate-Propane,11190,DPRO,Res,1,838,232771,838,W,,,1,11
Smithers,Bulkley-Nechako Regional District,51043,5951043,2022,5643,BC Hydro,11080,ELEC,Res,2645,25948412,25948412,93414,298,0.053,2022ELECkWh,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2022,5643,BC Hydro,11080,ELEC,CSMI,605,46208758,46208758,166352,531,0.094,2022ELECkWh,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2022,5643,BC Hydro,11080,ELEC,MIXED,6,1344846,1344846,4841,15,0.003,2022ELECkWh,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2021,5620,BC Hydro,10080,ELEC,Res,2607,25347517,25347517,91251,246,0.044,2021ELECkWh,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2021,5620,BC Hydro,10080,ELEC,CSMI,607,44892998,44892998,161615,435,0.077,2021ELECkWh,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2021,5620,BC Hydro,10080,ELEC,MIXED,6,1345876,1345876,4845,13,0.002,2021ELECkWh,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2020,5623,BC Hydro,9080,ELEC,Res,2543,24397704,24397704,87832,224,0.040,2020ELECkWh,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2020,5623,BC Hydro,9080,ELEC,CSMI,629,45729843,45729843,164627,421,0.075,2020ELECkWh,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2019,5624,BC Hydro,8080,ELEC,Res,2520,23503621,23503621,84613,176,0.031,2019ELECkWh,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2019,5624,BC Hydro,8080,ELEC,CSMI,624,46421685,46421685,167118,348,0.062,2019ELECkWh,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2018,5599,BC Hydro,7080,ELEC,Res,2505,23341178,23341178,84028,180,0.032,2018ELECkWh,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2018,5599,BC Hydro,7080,ELEC,CSMI,625,35997886,35997886,129592,277,0.050,2018ELECkWh,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2017,5579,BC Hydro,6080,ELEC,Res,2478,23963568,23963568,86269,242,0.043,2017ELECkWh,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2017,5579,BC Hydro,6080,ELEC,CSMI,616,38017393,38017393,136863,384,0.069,2017ELECkWh,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2016,5622,BC Hydro,5080,ELEC,Res,2459,22768030,22768030,81965,294,0.052,2016ELECkWh,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2016,5622,BC Hydro,5080,ELEC,CSMI,615,73223073,73223073,263603,945,0.168,2016ELECkWh,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2015,5574,BC Hydro,4080,ELEC,Res,2444,22853736,22853736,82273,345,0.062,2015ELECkWh,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2015,5574,BC Hydro,4080,ELEC,CSMI,617,68327393,68327393,245979,1032,0.185,2015ELECkWh,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2014,5565,BC Hydro,3080,ELEC,Res,2407,23646919,23646919,85129,499,0.090,2014ELECkWh,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2014,5565,BC Hydro,3080,ELEC,CSMI,623,65506973,65506973,235825,1382,0.248,2014ELECkWh,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2013,5551,BC Hydro,2580,ELEC,Res,2387,23210878,23210878,83559,590,0.106,2013ELECkWh,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2013,5551,BC Hydro,2580,ELEC,CSMI,616,76504663,76504663,275417,1943,0.350,2013ELECkWh,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2012,5550,BC Hydro,2080,ELEC,Res,2378,24148287,24148287,86934,710,0.128,2012ELECkWh,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2012,5550,BC Hydro,2080,ELEC,CSMI,620,79745242,79745242,287083,2345,0.422,2012ELECkWh,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2010,5491,BC Hydro,1080,ELEC,Res,2343,23625321,23625321,85051,697,0.127,2010ELECkWh,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2010,5491,BC Hydro,1080,ELEC,CSMI,616,77988015,77988015,280757,2301,0.419,2010ELECkWh,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2007,5408,BC Hydro,80,ELEC,Res,2283,22433712,22433712,80761,662,0.122,2007ELECkWh,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2007,5408,BC Hydro,80,ELEC,CSMI,613,77515455,77515455,279056,2287,0.423,2007ELECkWh,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2022,5643,Fortis RNG,11020,RNG,Res,0,0,0,0,0,0.000,2022RNGGJ,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2022,5643,Fortis RNG,11020,RNG,CSMI,0,0,0,0,0,0.000,2022RNGGJ,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2022,5643,Pacific Northern Gas,11050,NG,Res,1755,118552,32931153,118552,5954,1.055,2022NGGJ,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2022,5643,Pacific Northern Gas,11050,NG,CSMI,394,427686,118801744,427686,21479,3.806,2022NGGJ,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2021,5620,Pacific Northern Gas,10050,NG,Res,1755,137674,38242689,137674,6918,1.231,2021NGGJ,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2021,5620,Pacific Northern Gas,10050,NG,CSMI,392,435322,120922737,435322,21874,3.892,2021NGGJ,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2020,5623,Pacific Northern Gas,9050,NG,Res,1714,115775,32159634,115775,5829,1.037,2020NGGJ,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2020,5623,Pacific Northern Gas,9050,NG,CSMI,396,463263,128684144,463263,23325,4.148,2020NGGJ,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2019,5624,Pacific Northern Gas,8050,NG,Res,1690,111841,31066978,111841,5631,1.001,2019NGGJ,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2019,5624,Pacific Northern Gas,8050,NG,CSMI,392,442755,122987441,442755,22293,3.964,2019NGGJ,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2018,5599,Pacific Northern Gas,7050,NG,Res,1682,122036,33898769,122036,6145,1.097,2018NGGJ,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2018,5599,Pacific Northern Gas,7050,NG,CSMI,391,185637,51565872,185637,9347,1.669,2018NGGJ,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2017,5579,Pacific Northern Gas,6050,NG,Res,1665,118869,33019271,118869,5987,1.073,2017NGGJ,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2017,5579,Pacific Northern Gas,6050,NG,CSMI,387,197577,54882621,197577,9952,1.784,2017NGGJ,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2016,5622,Pacific Northern Gas,5050,NG,Res,1655,103343,28706488,103343,5170,0.920,2016NGGJ,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2016,5622,Pacific Northern Gas,5050,NG,CSMI,390,173873,48298102,173873,8699,1.547,2016NGGJ,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2015,5574,Pacific Northern Gas,4050,NG,Res,1641,104722,29089427,104722,5205,0.934,2015NGGJ,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2015,5574,Pacific Northern Gas,4050,NG,CSMI,393,141538,39316143,141538,7034,1.262,2015NGGJ,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2014,5565,Pacific Northern Gas,3050,NG,Res,1637,109112,30308945,109112,5381,0.967,2014NGGJ,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2014,5565,Pacific Northern Gas,3050,NG,CSMI,397,174255,48404170,174255,8594,1.544,2014NGGJ,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2013,5551,Pacific Northern Gas,2550,NG,Res,1622,110096,30582163,110096,5442,0.980,2013NGGJ,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2013,5551,Pacific Northern Gas,2550,NG,CSMI,395,210173,58381323,210173,10389,1.872,2013NGGJ,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2012,5550,Pacific Northern Gas,2050,NG,Res,1619,113174,31437103,113174,5581,1.006,2012NGGJ,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2012,5550,Pacific Northern Gas,2050,NG,CSMI,399,228401,63444622,228401,11262,2.029,2012NGGJ,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2010,5491,Pacific Northern Gas,1050,NG,Res,1611,116397,32332448,116397,5783,1.053,2010NGGJ,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2010,5491,Pacific Northern Gas,1050,NG,CSMI,399,231653,64347974,231653,11509,2.096,2010NGGJ,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2007,5408,Pacific Northern Gas,50,NG,Res,1615.5,128636,35732293,128636,6391,1.182,2007NGGJ,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2007,5408,Pacific Northern Gas,50,NG,CSMI,407,242064,67239933,242064,12026,2.224,2007NGGJ,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2022,5643,Estimate-Wood,11190,WOOD,Res,1,18370,5102760,18370,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2021,5620,Estimate-Wood,11190,WOOD,Res,1,21378,5938350,21378,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2020,5623,Estimate-Wood,11190,WOOD,Res,1,20220,5616612,20220,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2019,5624,Estimate-Wood,11190,WOOD,Res,1,20749,5763587,20749,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2018,5599,Estimate-Wood,11190,WOOD,Res,1,21613,6003524,21613,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2017,5579,Estimate-Wood,11190,WOOD,Res,1,22068,6130042,22068,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2016,5622,Estimate-Wood,11190,WOOD,Res,1,15598,4332772,15598,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2015,5574,Estimate-Wood,11190,WOOD,Res,1,13565,3768012,13565,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2014,5565,Estimate-Wood,11190,WOOD,Res,1,15914,4420453,15914,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2013,5551,Estimate-Wood,11190,WOOD,Res,1,17820,4950084,17820,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2012,5550,Estimate-Wood,11190,WOOD,Res,1,20436,5676627,20436,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2010,5491,Estimate-Wood,11190,WOOD,Res,1,23427,6507461,23427,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2007,5408,Estimate-Wood,11190,WOOD,Res,1,30493,8470142,30493,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2022,5643,Estimate-Heating Oil,11190,OIL,Res,1,400,111225,400,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2021,5620,Estimate-Heating Oil,11190,OIL,Res,1,628,174403,628,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2020,5623,Estimate-Heating Oil,11190,OIL,Res,1,601,166833,601,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2019,5624,Estimate-Heating Oil,11190,OIL,Res,1,1157,321493,1157,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2018,5599,Estimate-Heating Oil,11190,OIL,Res,1,1147,318554,1147,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2017,5579,Estimate-Heating Oil,11190,OIL,Res,1,1140,316720,1140,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2016,5622,Estimate-Heating Oil,11190,OIL,Res,1,1323,367409,1323,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2015,5574,Estimate-Heating Oil,11190,OIL,Res,1,1571,436376,1571,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2014,5565,Estimate-Heating Oil,11190,OIL,Res,1,1784,495591,1784,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2013,5551,Estimate-Heating Oil,11190,OIL,Res,1,1548,429962,1548,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2012,5550,Estimate-Heating Oil,11190,OIL,Res,1,1809,502595,1809,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2010,5491,Estimate-Heating Oil,11190,OIL,Res,1,1951,542065,1951,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2007,5408,Estimate-Heating Oil,11190,OIL,Res,1,2673,742482,2673,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2022,5643,Estimate-Propane,11190,DPRO,Res,1,1373,381476,1373,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2021,5620,Estimate-Propane,11190,DPRO,Res,1,1563,434216,1563,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2020,5623,Estimate-Propane,11190,DPRO,Res,1,1222,339389,1222,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2019,5624,Estimate-Propane,11190,DPRO,Res,1,1468,407889,1468,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2018,5599,Estimate-Propane,11190,DPRO,Res,1,1679,466422,1679,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2017,5579,Estimate-Propane,11190,DPRO,Res,1,868,241057,868,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2016,5622,Estimate-Propane,11190,DPRO,Res,1,893,248069,893,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2015,5574,Estimate-Propane,11190,DPRO,Res,1,1154,320588,1154,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2014,5565,Estimate-Propane,11190,DPRO,Res,1,1075,298722,1075,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2013,5551,Estimate-Propane,11190,DPRO,Res,1,1336,371022,1336,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2012,5550,Estimate-Propane,11190,DPRO,Res,1,1437,399040,1437,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2010,5491,Estimate-Propane,11190,DPRO,Res,1,1845,512511,1845,W,,,1,12
Smithers,Bulkley-Nechako Regional District,51043,5951043,2007,5408,Estimate-Propane,11190,DPRO,Res,1,1555,431946,1555,W,,,1,12
Telkwa,Bulkley-Nechako Regional District,51038,5951038,2022,1549,BC Hydro,11080,ELEC,Res,588,6414874,6414874,23094,74,0.048,2022ELECkWh,1,13
Telkwa,Bulkley-Nechako Regional District,51038,5951038,2022,1549,BC Hydro,11080,ELEC,CSMI,66,1139038,1139038,4101,13,0.008,2022ELECkWh,1,13
Telkwa,Bulkley-Nechako Regional District,51038,5951038,2022,1549,BC Hydro,11080,ELEC,MIXED,17,672533,672533,2421,8,0.005,2022ELECkWh,1,13
Telkwa,Bulkley-Nechako Regional District,51038,5951038,2021,1543,BC Hydro,10080,ELEC,Res,574,6268124,6268124,22565,61,0.039,2021ELECkWh,1,13
Telkwa,Bulkley-Nechako Regional District,51038,5951038,2021,1543,BC Hydro,10080,ELEC,CSMI,65,1139900,1139900,4104,11,0.007,2021ELECkWh,1,13
Telkwa,Bulkley-Nechako Regional District,51038,5951038,2021,1543,BC Hydro,10080,ELEC,MIXED,16,646991,646991,2329,6,0.004,2021ELECkWh,1,13
Telkwa,Bulkley-Nechako Regional District,51038,5951038,2020,1518,BC Hydro,9080,ELEC,Res,579,6258315,6258315,22530,58,0.038,2020ELECkWh,1,13
Telkwa,Bulkley-Nechako Regional District,51038,5951038,2020,1518,BC Hydro,9080,ELEC,CSMI,75,1779635,1779635,6407,16,0.011,2020ELECkWh,1,13
Telkwa,Bulkley-Nechako Regional District,51038,5951038,2019,1483,BC Hydro,8080,ELEC,Res,578,5944834,5944834,21401,45,0.030,2019ELECkWh,1,13
Telkwa,Bulkley-Nechako Regional District,51038,5951038,2019,1483,BC Hydro,8080,ELEC,CSMI,74,1815197,1815197,6535,14,0.009,2019ELECkWh,1,13
Telkwa,Bulkley-Nechako Regional District,51038,5951038,2018,1460,BC Hydro,7080,ELEC,Res,575,5894165,5894165,21219,45,0.031,2018ELECkWh,1,13
Telkwa,Bulkley-Nechako Regional District,51038,5951038,2018,1460,BC Hydro,7080,ELEC,CSMI,75,1829010,1829010,6584,14,0.010,2018ELECkWh,1,13
Telkwa,Bulkley-Nechako Regional District,51038,5951038,2017,1433,BC Hydro,6080,ELEC,Res,573,6061880,6061880,21823,61,0.043,2017ELECkWh,1,13
Telkwa,Bulkley-Nechako Regional District,51038,5951038,2017,1433,BC Hydro,6080,ELEC,CSMI,75,1830981,1830981,6592,18,0.013,2017ELECkWh,1,13
Telkwa,Bulkley-Nechako Regional District,51038,5951038,2016,1393,BC Hydro,5080,ELEC,Res,567,5837334,5837334,21014,75,0.054,2016ELECkWh,1,13
Telkwa,Bulkley-Nechako Regional District,51038,5951038,2016,1393,BC Hydro,5080,ELEC,CSMI,75,1856110,1856110,6682,24,0.017,2016ELECkWh,1,13
Telkwa,Bulkley-Nechako Regional District,51038,5951038,2015,1361,BC Hydro,4080,ELEC,Res,560,5807332,5807332,20906,88,0.064,2015ELECkWh,1,13
Telkwa,Bulkley-Nechako Regional District,51038,5951038,2015,1361,BC Hydro,4080,ELEC,CSMI,75,1940742,1940742,6987,29,0.022,2015ELECkWh,1,13
Telkwa,Bulkley-Nechako Regional District,51038,5951038,2014,1350,BC Hydro,3080,ELEC,Res,557,6036337,6036337,21731,127,0.094,2014ELECkWh,1,13
Telkwa,Bulkley-Nechako Regional District,51038,5951038,2014,1350,BC Hydro,3080,ELEC,CSMI,76,1999512,1999512,7198,42,0.031,2014ELECkWh,1,13
Telkwa,Bulkley-Nechako Regional District,51038,5951038,2013,1384,BC Hydro,2580,ELEC,Res,551,5750366,5750366,20701,146,0.106,2013ELECkWh,1,13
