ORG_NAME,Part of OrgUnit,Standard Geographical Classification,ORG_UNIT,YEAR,Population,SOURCE,Data Source ID,ENERGY_TYPE,SUB_SECTOR,CONNECTION_TOTAL,CONSUMPTION_TOTAL,kWh,GJ,Emissions (tonnes CO2e),Emissions (tonnes CO2e) per capita,Unnamed: 13,sort_key,ORG_Block
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2016,19264,Star Gas,5280,NG,Res,246,18017,5004722,18017,901,0.047,2016NGGJ,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2016,19264,Star Gas,5280,NG,CSMI,46,24336,6760000,24336,1218,0.063,2016NGGJ,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2015,18770,Star Gas,4280,NG,Res,244,12000,3333333,12000,596,0.032,2015NGGJ,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2015,18770,Star Gas,4280,NG,CSMI,41,25498,7082778,25498,1267,0.068,2015NGGJ,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2014,18619,Star Gas,3280,NG,Res,229,12695,3526389,12695,626,0.034,2014NGGJ,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2014,18619,Star Gas,3280,NG,CSMI,47,26976,7493333,26976,1330,0.071,2014NGGJ,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2012,18338,Star Gas,2280,NG,Res,217,16056,4460000,16056,792,0.043,2012NGGJ,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2012,18338,Star Gas,2280,NG,CSMI,49,22236,6176667,22236,1096,0.060,2012NGGJ,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2010,18546,Star Gas,1280,NG,Res,227,15832,4397778,15832,787,0.042,2010NGGJ,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2010,18546,Star Gas,1280,NG,CSMI,26,20908,5807778,20908,1039,0.056,2010NGGJ,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2007,18607,Star Gas,280,NG,Res,190,11024,3062222,11024,548,0.029,2007NGGJ,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2007,18607,Star Gas,280,NG,CSMI,25,23333,6481389,23333,1159,0.062,2007NGGJ,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2022,21502,Estimate-Wood,11190,WOOD,Res,1,55474,15409405,55474,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2021,20847,Estimate-Wood,11190,WOOD,Res,1,55619,15449729,55619,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2020,20579,Estimate-Wood,11190,WOOD,Res,1,49471,13741847,49471,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2019,20317,Estimate-Wood,11190,WOOD,Res,1,56241,15622619,56241,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2018,20162,Estimate-Wood,11190,WOOD,Res,1,55508,15418906,55508,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2017,19630,Estimate-Wood,11190,WOOD,Res,1,59945,16651481,59945,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2016,19264,Estimate-Wood,11190,WOOD,Res,1,44166,12268433,44166,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2015,18770,Estimate-Wood,11190,WOOD,Res,1,39344,10928771,39344,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2014,18619,Estimate-Wood,11190,WOOD,Res,1,46671,12964298,46671,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2013,18533,Estimate-Wood,11190,WOOD,Res,1,48756,13543207,48756,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2012,18338,Estimate-Wood,11190,WOOD,Res,1,53837,14954665,53837,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2010,18546,Estimate-Wood,11190,WOOD,Res,1,57617,16004645,57617,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2007,18607,Estimate-Wood,11190,WOOD,Res,1,79270,22019335,79270,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2022,21502,Estimate-Heating Oil,11190,OIL,Res,1,1813,503743,1813,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2021,20847,Estimate-Heating Oil,11190,OIL,Res,1,2450,680514,2450,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2020,20579,Estimate-Heating Oil,11190,OIL,Res,1,2204,612182,2204,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2019,20317,Estimate-Heating Oil,11190,OIL,Res,1,2130,591646,2130,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2018,20162,Estimate-Heating Oil,11190,OIL,Res,1,2000,555468,2000,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2017,19630,Estimate-Heating Oil,11190,OIL,Res,1,2103,584109,2103,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2016,19264,Estimate-Heating Oil,11190,OIL,Res,1,2993,831386,2993,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2015,18770,Estimate-Heating Oil,11190,OIL,Res,1,3641,1011462,3641,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2014,18619,Estimate-Heating Oil,11190,OIL,Res,1,4182,1161544,4182,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2013,18533,Estimate-Heating Oil,11190,OIL,Res,1,6283,1745204,6283,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2012,18338,Estimate-Heating Oil,11190,OIL,Res,1,7072,1964315,7072,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2010,18546,Estimate-Heating Oil,11190,OIL,Res,1,7538,2094008,7538,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2007,18607,Estimate-Heating Oil,11190,OIL,Res,1,10910,3030442,10910,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2022,21502,Estimate-Propane,11190,DPRO,Res,1,9039,2510766,9039,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2021,20847,Estimate-Propane,11190,DPRO,Res,1,8864,2462178,8864,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2020,20579,Estimate-Propane,11190,DPRO,Res,1,6515,1809787,6515,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2019,20317,Estimate-Propane,11190,DPRO,Res,1,7821,2172529,7821,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2018,20162,Estimate-Propane,11190,DPRO,Res,1,8474,2353908,8474,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2017,19630,Estimate-Propane,11190,DPRO,Res,1,4632,1286685,4632,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2016,19264,Estimate-Propane,11190,DPRO,Res,1,5018,1393883,5018,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2015,18770,Estimate-Propane,11190,DPRO,Res,1,6643,1845175,6643,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2014,18619,Estimate-Propane,11190,DPRO,Res,1,6259,1738520,6259,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2013,18533,Estimate-Propane,11190,DPRO,Res,1,9121,2533642,9121,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2012,18338,Estimate-Propane,11190,DPRO,Res,1,9446,2623855,9446,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2010,18546,Estimate-Propane,11190,DPRO,Res,1,11989,3330314,11989,W,,,2,163
North Okanagan Unincorporated Areas,North Okanagan Regional District,37999,2005937,2007,18607,Estimate-Propane,11190,DPRO,Res,1,10677,2965894,10677,W,,,2,163
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2022,4136,BC Hydro,11080,ELEC,Res,2515,20014061,20014061,72051,230,0.056,2022ELECkWh,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2022,4136,BC Hydro,11080,ELEC,CSMI,723,43027513,43027513,154899,495,0.120,2022ELECkWh,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2022,4136,BC Hydro,11080,ELEC,MIXED,26,1437071,1437071,5173,17,0.004,2022ELECkWh,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2021,4111,BC Hydro,10080,ELEC,Res,2536,20314949,20314949,73134,197,0.048,2021ELECkWh,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2021,4111,BC Hydro,10080,ELEC,CSMI,738,37443078,37443078,134795,363,0.088,2021ELECkWh,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2021,4111,BC Hydro,10080,ELEC,MIXED,24,1410346,1410346,5077,14,0.003,2021ELECkWh,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2020,4075,BC Hydro,9080,ELEC,Res,2537,19895738,19895738,71625,183,0.045,2020ELECkWh,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2020,4075,BC Hydro,9080,ELEC,CSMI,759,32697789,32697789,117712,301,0.074,2020ELECkWh,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2019,4208,BC Hydro,8080,ELEC,Res,2543,18799918,18799918,67680,141,0.034,2019ELECkWh,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2019,4208,BC Hydro,8080,ELEC,CSMI,760,34127860,34127860,122860,256,0.061,2019ELECkWh,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2018,4390,BC Hydro,7080,ELEC,Res,2570,19786826,19786826,71233,152,0.035,2018ELECkWh,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2018,4390,BC Hydro,7080,ELEC,CSMI,766,36474518,36474518,131308,281,0.064,2018ELECkWh,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2017,4657,BC Hydro,6080,ELEC,Res,2596,20354499,20354499,73276,206,0.044,2017ELECkWh,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2017,4657,BC Hydro,6080,ELEC,CSMI,776,40834440,40834440,147004,412,0.089,2017ELECkWh,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2016,4981,BC Hydro,5080,ELEC,Res,2616,21747946,21747946,78293,281,0.056,2016ELECkWh,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2016,4981,BC Hydro,5080,ELEC,CSMI,778,43334186,43334186,156003,559,0.112,2016ELECkWh,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2015,5112,BC Hydro,4080,ELEC,Res,2626,22939994,22939994,82584,346,0.068,2015ELECkWh,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2015,5112,BC Hydro,4080,ELEC,CSMI,782,47799782,47799782,172079,722,0.141,2015ELECkWh,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2014,5360,BC Hydro,3080,ELEC,Res,2626,25016553,25016553,90060,528,0.098,2014ELECkWh,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2014,5360,BC Hydro,3080,ELEC,CSMI,788,50626422,50626422,182255,1068,0.199,2014ELECkWh,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2013,5459,BC Hydro,2580,ELEC,Res,2627,25360682,25360682,91298,644,0.118,2013ELECkWh,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2013,5459,BC Hydro,2580,ELEC,CSMI,781,50275249,50275249,180991,1277,0.234,2013ELECkWh,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2012,5590,BC Hydro,2080,ELEC,Res,2623,26490702,26490702,95367,779,0.139,2012ELECkWh,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2012,5590,BC Hydro,2080,ELEC,CSMI,779,51919544,51919544,186910,1526,0.273,2012ELECkWh,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2010,5430,BC Hydro,1080,ELEC,Res,2561,25314475,25314475,91132,747,0.138,2010ELECkWh,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2010,5430,BC Hydro,1080,ELEC,CSMI,739,48445272,48445272,174403,1429,0.263,2010ELECkWh,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2007,5673,BC Hydro,80,ELEC,Res,2509,24259265,24259265,87333,716,0.126,2007ELECkWh,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2007,5673,BC Hydro,80,ELEC,CSMI,699,123663009,123663009,445187,3648,0.643,2007ELECkWh,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2022,4136,Fortis Gas,11020,NG,Res,1892,246775,68548604,246775,12393,2.996,2022NGGJ,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2022,4136,Fortis Gas,11020,NG,CSMI,469,291883,81078584,291883,14659,3.544,2022NGGJ,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2021,4111,Fortis Gas,10020,NG,Res,1908,250480,69577884,250480,12586,3.062,2021NGGJ,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2021,4111,Fortis Gas,10020,NG,CSMI,472,273605,76001460,273605,13748,3.344,2021NGGJ,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2020,4075,Fortis Gas,9020,NG,Res,1923,257489,71524699,257489,12965,3.182,2020NGGJ,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2020,4075,Fortis Gas,9020,NG,CSMI,479,291686,81024026,291686,14686,3.604,2020NGGJ,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2019,4208,Fortis Gas,8020,NG,Res,1942,238578,66271531,238578,12012,2.855,2019NGGJ,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2019,4208,Fortis Gas,8020,NG,CSMI,481,276595,76831989,276595,13927,3.310,2019NGGJ,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2018,4390,Fortis Gas,7020,NG,Res,1964,245674,68242753,245674,12370,2.818,2018NGGJ,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2018,4390,Fortis Gas,7020,NG,CSMI,486,280496,77915572,280496,14123,3.217,2018NGGJ,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2017,4657,Fortis Gas,6020,NG,Res,1970,243103,67528522,243103,12245,2.629,2017NGGJ,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2017,4657,Fortis Gas,6020,NG,CSMI,490,296452,82347906,296452,14932,3.206,2017NGGJ,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2016,4981,Fortis Gas,5020,NG,Res,1983,241828,67174497,241828,12099,2.429,2016NGGJ,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2016,4981,Fortis Gas,5020,NG,CSMI,490,295232,82008881,295232,14771,2.965,2016NGGJ,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2015,5112,Fortis Gas,4020,NG,Res,1998,244974,68048342,244974,12175,2.382,2015NGGJ,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2015,5112,Fortis Gas,4020,NG,CSMI,486,316784,87995685,316784,15744,3.080,2015NGGJ,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2014,5360,Fortis Gas,3020,NG,Res,1989,271420,75394449,271420,13386,2.497,2014NGGJ,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2014,5360,Fortis Gas,3020,NG,CSMI,485,380676,105743237,380676,18775,3.503,2014NGGJ,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2013,5459,Fortis Gas,2520,NG,Res,1991,267568,74324307,267568,13226,2.423,2013NGGJ,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2013,5459,Fortis Gas,2520,NG,CSMI,490,374261,103961485,374261,18500,3.389,2013NGGJ,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2012,5590,Fortis Gas,2020,NG,Res,1981,273457,75960400,273457,13484,2.412,2012NGGJ,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2012,5590,Fortis Gas,2020,NG,CSMI,488,365774,101603982,365774,18036,3.227,2012NGGJ,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2010,5430,Fortis Gas,1020,NG,Res,1936,258607,71835297,258607,12848,2.366,2010NGGJ,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2010,5430,Fortis Gas,1020,NG,CSMI,452,329183,91439661,329183,16354,3.012,2010NGGJ,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2007,5673,Fortis Gas,20,NG,Res,1934,276867,76907500,276867,13755,2.425,2007NGGJ,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2007,5673,Fortis Gas,20,NG,CSMI,434,536241,148955794,536241,26641,4.696,2007NGGJ,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2022,4136,Fortis RNG,11020,RNG,Res,0,0,0,0,0,0.000,2022RNGGJ,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2022,4136,Fortis RNG,11020,RNG,CSMI,0,0,0,0,0,0.000,2022RNGGJ,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2022,4136,Estimate-Wood,11190,WOOD,Res,1,2515,698599,2515,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2021,4111,Estimate-Wood,11190,WOOD,Res,1,2608,724469,2608,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2020,4075,Estimate-Wood,11190,WOOD,Res,1,2899,805329,2899,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2019,4208,Estimate-Wood,11190,WOOD,Res,1,3263,906367,3263,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2018,4390,Estimate-Wood,11190,WOOD,Res,1,2997,832425,2997,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2017,4657,Estimate-Wood,11190,WOOD,Res,1,3104,862146,3104,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2016,4981,Estimate-Wood,11190,WOOD,Res,1,2218,615995,2218,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2015,5112,Estimate-Wood,11190,WOOD,Res,1,2108,585578,2108,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2014,5360,Estimate-Wood,11190,WOOD,Res,1,2812,780995,2812,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2013,5459,Estimate-Wood,11190,WOOD,Res,1,3414,948236,3414,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2012,5590,Estimate-Wood,11190,WOOD,Res,1,4557,1265873,4557,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2010,5430,Estimate-Wood,11190,WOOD,Res,1,5391,1497488,5391,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2007,5673,Estimate-Wood,11190,WOOD,Res,1,13474,3742816,13474,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2022,4136,Estimate-Heating Oil,11190,OIL,Res,1,55,15227,55,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2021,4111,Estimate-Heating Oil,11190,OIL,Res,1,77,21277,77,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2020,4075,Estimate-Heating Oil,11190,OIL,Res,1,86,23921,86,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2019,4208,Estimate-Heating Oil,11190,OIL,Res,1,182,50557,182,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2018,4390,Estimate-Heating Oil,11190,OIL,Res,1,159,44169,159,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2017,4657,Estimate-Heating Oil,11190,OIL,Res,1,160,44544,160,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2016,4981,Estimate-Heating Oil,11190,OIL,Res,1,188,52235,188,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2015,5112,Estimate-Heating Oil,11190,OIL,Res,1,244,67816,244,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2014,5360,Estimate-Heating Oil,11190,OIL,Res,1,315,87560,315,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2013,5459,Estimate-Heating Oil,11190,OIL,Res,1,297,82363,297,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2012,5590,Estimate-Heating Oil,11190,OIL,Res,1,403,112077,403,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2010,5430,Estimate-Heating Oil,11190,OIL,Res,1,449,124739,449,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2007,5673,Estimate-Heating Oil,11190,OIL,Res,1,1181,328090,1181,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2022,4136,Estimate-Propane,11190,DPRO,Res,1,188,52226,188,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2021,4111,Estimate-Propane,11190,DPRO,Res,1,191,52974,191,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2020,4075,Estimate-Propane,11190,DPRO,Res,1,175,48663,175,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2019,4208,Estimate-Propane,11190,DPRO,Res,1,231,64144,231,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2018,4390,Estimate-Propane,11190,DPRO,Res,1,233,64672,233,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2017,4657,Estimate-Propane,11190,DPRO,Res,1,122,33903,122,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2016,4981,Estimate-Propane,11190,DPRO,Res,1,127,35268,127,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2015,5112,Estimate-Propane,11190,DPRO,Res,1,179,49822,179,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2014,5360,Estimate-Propane,11190,DPRO,Res,1,190,52777,190,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2013,5459,Estimate-Propane,11190,DPRO,Res,1,256,71073,256,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2012,5590,Estimate-Propane,11190,DPRO,Res,1,320,88985,320,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2010,5430,Estimate-Propane,11190,DPRO,Res,1,425,117938,425,W,,,0,164
Northern Rockies Regional Municipality,British Columbia,59007,5959007,2007,5673,Estimate-Propane,11190,DPRO,Res,1,687,190870,687,W,,,0,164
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2022,93871,BC Hydro,11080,ELEC,Res,372,5477705,5477705,19720,63,0.001,2022ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2022,93871,BC Hydro,11080,ELEC,CSMI,93,4186334,4186334,15071,48,0.001,2022ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2022,93871,BC Hydro,11080,ELEC,MIXED,26,769795,769795,2771,9,0.000,2022ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2021,93002,BC Hydro,10080,ELEC,Res,372,5333794,5333794,19202,52,0.001,2021ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2021,93002,BC Hydro,10080,ELEC,CSMI,92,3767685,3767685,13564,37,0.000,2021ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2021,93002,BC Hydro,10080,ELEC,MIXED,26,1013815,1013815,3650,10,0.000,2021ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2020,91717,BC Hydro,9080,ELEC,Res,399,6542319,6542319,23552,60,0.001,2020ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2020,91717,BC Hydro,9080,ELEC,CSMI,71,3920087,3920087,14112,36,0.000,2020ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2019,90610,BC Hydro,8080,ELEC,Res,397,6298997,6298997,22676,47,0.001,2019ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2019,90610,BC Hydro,8080,ELEC,CSMI,69,4262685,4262685,15346,32,0.000,2019ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2018,89191,BC Hydro,7080,ELEC,Res,397,6290300,6290300,22645,48,0.001,2018ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2018,89191,BC Hydro,7080,ELEC,CSMI,67,4096036,4096036,14746,32,0.000,2018ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2017,87278,BC Hydro,6080,ELEC,Res,397,6901447,6901447,24845,70,0.001,2017ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2017,87278,BC Hydro,6080,ELEC,CSMI,65,4637642,4637642,16696,47,0.001,2017ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2016,85721,BC Hydro,5080,ELEC,Res,394,5939442,5939442,21382,77,0.001,2016ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2016,85721,BC Hydro,5080,ELEC,CSMI,62,4145073,4145073,14922,53,0.001,2016ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2015,83969,BC Hydro,4080,ELEC,Res,390,5550704,5550704,19983,84,0.001,2015ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2015,83969,BC Hydro,4080,ELEC,CSMI,60,3670883,3670883,13215,55,0.001,2015ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2014,82779,BC Hydro,3080,ELEC,Res,389,5692554,5692554,20493,120,0.001,2014ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2014,82779,BC Hydro,3080,ELEC,CSMI,60,4064186,4064186,14631,86,0.001,2014ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2013,81602,BC Hydro,2580,ELEC,Res,386,6306694,6306694,22704,160,0.002,2013ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2013,81602,BC Hydro,2580,ELEC,CSMI,60,3746059,3746059,13486,95,0.001,2013ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2012,81253,BC Hydro,2080,ELEC,Res,385,5624892,5624892,20250,165,0.002,2012ELECkWh,0,165
Okanagan-Similkameen Regional District,British Columbia,7000,1005907,2012,81253,BC Hydro,2080,ELEC,CSMI,59,3503307,3503307,12612,103,0.001,2012ELECkWh,0,165
